,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
1341,1341,female,group C,associate's degree,standard,none,56,47,62,165,P
1342,1342,female,group B,bachelor's degree,standard,none,69,86,82,237,P
1343,1343,female,group E,associate's degree,free/reduced,none,69,75,84,228,P
1344,1344,male,group B,high school,standard,none,68,63,54,185,P
1345,1345,female,group B,associate's degree,standard,none,90,71,84,245,P
1346,1346,male,group D,bachelor's degree,free/reduced,none,56,52,49,157,P
1347,1347,female,group B,high school,standard,none,92,100,89,281,P
1348,1348,female,group C,high school,standard,none,32,27,26,85,F
1349,1349,male,group B,some college,free/reduced,completed,55,69,65,189,P
1350,1350,male,group D,high school,standard,none,52,50,60,162,P
1351,1351,male,group E,some college,standard,none,92,84,75,251,P
1352,1352,male,group D,bachelor's degree,free/reduced,none,52,46,39,137,F
1353,1353,female,group E,bachelor's degree,standard,none,27,41,43,111,F
1354,1354,male,group B,some college,free/reduced,none,77,66,66,209,P
1355,1355,male,group C,associate's degree,free/reduced,completed,81,83,80,244,P
1356,1356,female,group B,some high school,standard,none,40,46,47,133,F
1357,1357,female,group D,some high school,standard,none,53,58,56,167,P
1358,1358,female,group E,bachelor's degree,standard,completed,93,101,100,294,P
1359,1359,male,group E,high school,standard,completed,90,91,86,267,P
1360,1360,female,group C,high school,standard,completed,51,71,77,199,P
1361,1361,female,group C,associate's degree,free/reduced,completed,58,59,72,189,P
1362,1362,male,group B,some college,free/reduced,none,68,66,63,197,P
1363,1363,female,group D,associate's degree,standard,none,76,73,74,223,P
1364,1364,male,group C,some high school,standard,none,42,54,45,141,P
1365,1365,female,group C,associate's degree,standard,completed,64,72,83,219,P
1366,1366,male,group C,associate's degree,standard,none,63,61,60,184,P
1367,1367,male,group C,some college,free/reduced,none,88,65,61,214,P
1368,1368,female,group D,associate's degree,standard,none,80,95,84,259,P
1369,1369,female,group D,master's degree,standard,none,68,77,81,226,P
1370,1370,female,group B,high school,free/reduced,none,42,59,50,151,P
1371,1371,male,group B,high school,standard,completed,60,40,40,140,F
1372,1372,male,group D,bachelor's degree,free/reduced,completed,68,75,71,214,P
1373,1373,female,group C,high school,free/reduced,none,62,80,67,209,P
1374,1374,female,group C,high school,standard,completed,57,64,70,191,P
1375,1375,female,group D,associate's degree,free/reduced,none,44,65,58,167,P
1376,1376,female,group D,some college,standard,completed,81,92,102,275,P
1377,1377,female,group B,some high school,standard,none,42,58,51,151,P
1378,1378,male,group C,some high school,standard,none,52,57,50,159,P
1379,1379,female,group C,bachelor's degree,standard,completed,76,92,91,259,P
1380,1380,female,group D,some high school,free/reduced,none,50,54,51,155,P
1381,1381,male,group C,associate's degree,free/reduced,completed,62,46,56,164,P
1382,1382,male,group B,associate's degree,standard,none,52,50,45,147,P
1383,1383,male,group A,high school,standard,completed,72,78,77,227,P
1384,1384,female,group D,associate's degree,standard,none,60,70,62,192,P
1385,1385,male,group C,associate's degree,standard,completed,57,54,59,170,P
1386,1386,female,group E,master's degree,standard,none,83,97,94,274,P
1387,1387,female,group C,high school,standard,none,60,60,77,197,P
1388,1388,male,group D,some high school,standard,completed,59,66,64,189,P
1389,1389,female,group B,high school,standard,none,73,73,70,216,P
1390,1390,male,group D,associate's degree,free/reduced,none,68,74,69,211,P
1391,1391,female,group A,some college,standard,completed,84,79,97,260,P
1392,1392,female,group C,associate's degree,standard,completed,72,59,66,197,P
1393,1393,female,group D,master's degree,standard,none,88,102,94,284,P
1394,1394,female,group B,some college,free/reduced,completed,61,72,71,204,P
1395,1395,female,group C,some college,standard,none,64,82,66,212,P
1396,1396,female,group C,bachelor's degree,standard,none,84,84,91,259,P
1397,1397,female,group A,master's degree,standard,none,46,58,52,156,P
1398,1398,male,group D,high school,standard,none,68,71,64,203,P
1399,1399,female,group B,associate's degree,standard,none,81,86,87,254,P
1400,1400,male,group D,some high school,standard,none,87,82,82,251,P
1401,1401,male,group D,some high school,free/reduced,none,59,49,37,145,F
1402,1402,male,group E,associate's degree,standard,none,54,42,34,130,F
1403,1403,female,group E,associate's degree,standard,none,97,103,92,292,P
1404,1404,male,group C,associate's degree,free/reduced,none,71,62,69,202,P
1405,1405,female,group D,some high school,free/reduced,none,24,29,27,80,F
1406,1406,female,group C,bachelor's degree,standard,completed,47,55,72,174,P
1407,1407,female,group C,associate's degree,free/reduced,completed,66,73,66,205,P
1408,1408,male,group A,bachelor's degree,standard,completed,82,75,86,243,P
1409,1409,female,group B,associate's degree,standard,none,57,63,63,183,P
1410,1410,male,group D,some high school,standard,none,92,65,77,234,P
1411,1411,male,group B,some college,free/reduced,completed,79,70,81,230,P
1412,1412,female,group E,high school,free/reduced,completed,66,73,70,209,P
1413,1413,male,group D,high school,standard,none,75,80,75,230,P
1414,1414,female,group C,some college,standard,none,72,80,82,234,P
1415,1415,male,group E,some college,standard,none,97,95,75,267,P
1416,1416,male,group C,master's degree,free/reduced,completed,66,60,73,199,P
1417,1417,male,group C,bachelor's degree,standard,completed,87,84,87,258,P
1418,1418,female,group D,high school,standard,completed,61,71,75,207,P
1419,1419,female,group B,some high school,free/reduced,completed,74,85,90,249,P
1420,1420,male,group E,some college,standard,none,77,61,67,205,P
1421,1421,male,group E,some college,standard,none,75,62,59,196,P
1422,1422,male,group A,some college,standard,completed,68,49,44,161,P
1423,1423,female,group C,associate's degree,standard,completed,91,97,94,282,P
1424,1424,male,group B,some college,standard,completed,81,85,72,238,P
1425,1425,male,group C,high school,free/reduced,completed,55,44,50,149,P
1426,1426,male,group D,some high school,standard,none,72,74,69,215,P
1427,1427,female,group D,some college,standard,completed,71,85,101,257,P
1428,1428,female,group E,some high school,free/reduced,none,72,78,67,217,P
1429,1429,male,group C,master's degree,free/reduced,completed,63,73,79,215,P
1430,1430,male,group C,high school,standard,none,58,48,47,153,P
1431,1431,female,group D,some high school,free/reduced,completed,41,63,70,174,P
1432,1432,male,group D,some college,standard,none,79,61,62,202,P
1433,1433,female,group C,bachelor's degree,standard,none,84,89,93,266,P
1434,1434,male,group A,master's degree,free/reduced,none,83,81,73,237,P
1435,1435,male,group B,some college,free/reduced,none,56,54,44,154,P
1436,1436,female,group B,bachelor's degree,standard,none,69,69,71,209,P
1437,1437,female,group E,some high school,standard,none,70,85,83,238,P
1438,1438,female,group D,associate's degree,standard,none,84,95,89,268,P
1439,1439,female,group C,some high school,free/reduced,none,0,23,16,39,F
1440,1440,male,group B,bachelor's degree,standard,none,68,68,71,207,P
1441,1441,female,group D,master's degree,standard,none,62,69,77,208,P
1442,1442,female,group C,some college,standard,none,71,81,73,225,P
1443,1443,male,group A,high school,standard,none,76,72,64,212,P
1444,1444,female,group E,master's degree,free/reduced,none,58,80,62,200,P
1445,1445,female,group C,associate's degree,standard,none,67,82,72,221,P
1446,1446,male,group C,high school,standard,none,75,53,55,183,P
1447,1447,male,group C,some college,standard,none,88,88,81,257,P
1448,1448,male,group E,associate's degree,standard,none,95,71,81,247,P
1449,1449,female,group C,associate's degree,standard,completed,68,82,83,233,P
1450,1450,female,group B,associate's degree,free/reduced,none,58,71,65,194,P
1451,1451,male,group D,some college,standard,completed,80,77,87,244,P
1452,1452,female,group D,some college,free/reduced,completed,67,90,85,242,P
1453,1453,male,group B,associate's degree,free/reduced,none,64,53,60,177,P
1454,1454,male,group C,some high school,free/reduced,none,79,67,72,218,P
1455,1455,female,group D,master's degree,standard,completed,75,91,95,261,P
1456,1456,female,group E,some college,standard,completed,67,73,66,206,P
1457,1457,male,group C,some college,free/reduced,none,61,59,57,177,P
1458,1458,female,group C,some college,free/reduced,none,32,39,51,122,F
1459,1459,female,group C,high school,standard,completed,62,61,74,197,P
1460,1460,female,group C,bachelor's degree,standard,none,84,89,90,263,P
1461,1461,female,group C,bachelor's degree,free/reduced,completed,72,79,83,234,P
1462,1462,male,group C,associate's degree,free/reduced,none,68,67,65,200,P
1463,1463,male,group E,high school,free/reduced,completed,61,55,47,163,P
1464,1464,male,group D,some high school,standard,completed,85,91,76,252,P
1465,1465,female,group E,associate's degree,standard,none,89,99,98,286,P
1466,1466,female,group E,high school,free/reduced,completed,66,69,83,218,P
1467,1467,female,group E,master's degree,standard,completed,97,102,103,302,P
1468,1468,male,group C,high school,standard,none,71,74,70,215,P
1469,1469,female,group C,some college,standard,completed,69,91,82,242,P
1470,1470,female,group E,some college,standard,completed,88,86,98,272,P
1471,1471,female,group C,some high school,standard,none,82,93,89,264,P
1472,1472,female,group D,some college,standard,none,73,93,88,254,P
1473,1473,male,group E,associate's degree,free/reduced,completed,96,71,81,248,P
1474,1474,male,group C,some high school,standard,completed,77,74,62,213,P
1475,1475,female,group B,some college,standard,none,55,64,52,171,P
1476,1476,male,group D,bachelor's degree,standard,none,76,81,67,224,P
1477,1477,male,group E,some high school,standard,none,28,30,29,87,F
1478,1478,male,group D,associate's degree,standard,none,66,72,72,210,P
1479,1479,male,group A,some high school,standard,completed,52,42,57,151,P
1480,1480,female,group D,some college,free/reduced,none,61,77,69,207,P
1481,1481,female,group C,bachelor's degree,standard,completed,59,78,73,210,P
1482,1482,female,group C,some college,free/reduced,none,67,77,72,216,P
1483,1483,female,group D,associate's degree,standard,none,60,80,72,212,P
1484,1484,female,group B,associate's degree,standard,none,50,56,53,159,P
1485,1485,male,group C,some high school,standard,none,43,44,37,124,F
1486,1486,female,group D,bachelor's degree,free/reduced,none,65,78,75,218,P
1487,1487,male,group D,high school,standard,none,74,62,68,204,P
1488,1488,male,group D,bachelor's degree,standard,none,85,74,72,231,P
1489,1489,male,group C,associate's degree,free/reduced,completed,63,70,74,207,P
1490,1490,male,group E,some college,standard,none,73,52,52,177,P
1491,1491,female,group D,bachelor's degree,standard,none,69,68,65,202,P
1492,1492,male,group B,high school,standard,none,45,51,39,135,F
1493,1493,female,group D,some college,free/reduced,none,69,68,77,214,P
1494,1494,female,group B,associate's degree,free/reduced,none,48,68,57,173,P
1495,1495,female,group B,some high school,standard,completed,74,83,80,237,P
1496,1496,female,group C,associate's degree,standard,none,53,65,61,179,P
1497,1497,female,group B,some high school,standard,none,69,74,61,204,P
1498,1498,female,group C,some college,standard,completed,72,68,89,229,P
1499,1499,male,group C,high school,standard,none,60,65,62,187,P
1500,1500,male,group A,high school,free/reduced,none,50,53,47,150,P
1501,1501,male,group B,high school,standard,none,61,58,53,172,P
1502,1502,female,group D,some high school,standard,none,69,80,83,232,P
1503,1503,female,group D,high school,standard,none,57,56,53,166,P
1504,1504,male,group B,some high school,free/reduced,completed,45,57,53,155,P
1505,1505,female,group D,some college,free/reduced,none,53,73,66,192,P
1506,1506,male,group A,some college,standard,completed,58,51,55,164,P
1507,1507,male,group A,some high school,standard,completed,67,63,61,191,P
1508,1508,female,group C,bachelor's degree,standard,none,79,86,77,242,P
1509,1509,male,group B,some high school,free/reduced,none,52,46,38,136,F
1510,1510,male,group A,bachelor's degree,free/reduced,completed,53,62,58,173,P
1511,1511,male,group B,some high school,standard,completed,73,67,67,207,P
1512,1512,female,group C,some college,standard,completed,71,92,95,258,P
1513,1513,female,group C,associate's degree,free/reduced,none,63,74,68,205,P
1514,1514,female,group C,some college,free/reduced,completed,69,77,73,219,P
1515,1515,female,group B,high school,free/reduced,none,63,72,67,202,P
1516,1516,female,group C,some high school,standard,completed,76,90,85,251,P
1517,1517,male,group D,some high school,standard,completed,79,74,81,234,P
1518,1518,male,group B,some college,standard,none,66,57,51,174,P
1519,1519,female,group D,some high school,free/reduced,none,46,48,58,152,P
1520,1520,female,group C,some college,free/reduced,completed,51,72,63,186,P
1521,1521,female,group D,some college,free/reduced,none,47,68,67,182,P
1522,1522,male,group B,some high school,standard,completed,64,49,63,176,P
1523,1523,female,group E,some high school,free/reduced,none,73,81,85,239,P
1524,1524,male,group C,some college,standard,none,79,85,79,243,P
1525,1525,male,group D,master's degree,standard,none,77,82,74,233,P
1526,1526,female,group D,associate's degree,free/reduced,none,18,31,35,84,F
1527,1527,female,group C,high school,standard,none,72,84,73,229,P
1528,1528,male,group C,high school,standard,none,70,69,56,195,P
