,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
1918,female,group C,associate's degree,free/reduced,completed,73,88,90
1919,female,group C,some college,standard,none,61,64,63
1920,male,group D,some high school,standard,completed,64,65,64
1921,male,group C,associate's degree,free/reduced,none,62,55,50
1922,male,group D,bachelor's degree,standard,none,76,70,72
1923,female,group D,associate's degree,standard,none,79,88,84
1924,male,group C,some college,standard,none,57,65,54
1925,male,group D,some college,free/reduced,none,58,57,63
1926,male,group B,associate's degree,free/reduced,completed,88,84,64
1927,female,group B,high school,free/reduced,none,50,70,70
1928,male,group C,some high school,standard,none,48,52,42
1929,female,group B,associate's degree,standard,none,77,82,79
1930,male,group E,some high school,standard,completed,77,77,78
1931,male,group D,master's degree,standard,none,74,77,72
1932,male,group D,some high school,free/reduced,none,55,37,40
1933,female,group D,associate's degree,standard,none,80,88,84
1934,male,group D,some college,free/reduced,none,63,55,58
1935,male,group B,some college,free/reduced,none,76,72,61
1936,male,group C,some college,standard,none,74,79,88
1937,male,group C,some high school,free/reduced,none,83,78,73
1938,female,group A,high school,standard,completed,66,86,79
1939,male,group A,some college,free/reduced,completed,75,71,79
1940,male,group E,some high school,standard,none,89,87,75
1941,female,group B,some high school,free/reduced,none,54,57,49
1942,female,group D,high school,standard,none,51,60,62
1943,male,group A,associate's degree,standard,none,56,50,49
1944,female,group E,some high school,free/reduced,none,73,68,71
1945,female,group E,some college,standard,none,68,56,59
1946,male,group E,associate's degree,standard,none,93,77,76
1947,male,group D,associate's degree,standard,none,81,70,58
1948,female,group B,high school,standard,none,57,60,60
1949,male,group D,associate's degree,standard,none,83,68,72
1950,male,group A,high school,free/reduced,none,44,47,49
1951,female,group E,associate's degree,free/reduced,none,67,81,70
1952,female,group C,bachelor's degree,standard,none,66,75,76
1953,female,group B,some college,standard,none,81,87,91
1954,female,group C,some college,standard,none,60,72,75
1955,female,group E,some high school,free/reduced,none,66,81,74
1956,male,group E,some college,standard,none,84,82,65
1957,female,group C,associate's degree,standard,none,69,65,74
1958,male,group A,some high school,free/reduced,none,36,41,42
1959,male,group D,some college,free/reduced,none,65,55,56
1960,male,group E,some high school,free/reduced,completed,70,67,56
1961,female,group E,high school,free/reduced,none,65,55,58
1962,male,group E,associate's degree,free/reduced,completed,87,81,78
1963,female,group C,bachelor's degree,free/reduced,none,58,83,69
1964,male,group D,bachelor's degree,free/reduced,none,56,53,51
1965,male,group D,high school,standard,none,42,55,55
1966,male,group D,bachelor's degree,standard,none,68,81,67
1967,male,group E,associate's degree,free/reduced,completed,67,72,67
1968,male,group D,some high school,standard,none,57,61,44
1969,male,group C,some college,standard,none,67,64,56
1970,male,group B,high school,free/reduced,none,44,54,46
1971,male,group C,high school,standard,none,76,69,64
1972,male,group B,some college,standard,none,62,49,48
1973,female,group A,some college,standard,none,76,75,80
1974,male,group B,some high school,standard,none,70,52,48
1975,female,group A,some college,standard,none,56,56,64
1976,female,group C,some high school,standard,none,53,59,49
1977,female,group D,some college,standard,none,82,79,81
1978,female,group B,bachelor's degree,standard,none,96,100,90
1979,male,group A,some high school,free/reduced,none,41,45,33
1980,female,group E,associate's degree,standard,completed,79,87,100
1981,female,group D,some college,free/reduced,none,66,66,71
1982,female,group A,some high school,free/reduced,none,37,46,40
1983,female,group D,associate's degree,free/reduced,none,56,71,60
1984,female,group C,associate's degree,standard,none,81,87,75
1985,female,group B,high school,free/reduced,none,15,27,15
1986,female,group D,associate's degree,free/reduced,completed,75,89,85
1987,male,group C,high school,free/reduced,none,48,54,48
1988,male,group D,high school,standard,none,67,69,74
1989,male,group B,some high school,free/reduced,none,44,56,47
1990,male,group C,some college,standard,none,59,41,49
1991,male,group D,some college,standard,none,34,54,54
1992,female,group E,some college,free/reduced,completed,42,55,53
1993,female,group D,high school,free/reduced,completed,44,48,55
1994,female,group C,bachelor's degree,free/reduced,completed,39,57,52
1995,female,group C,bachelor's degree,free/reduced,none,47,52,59
1996,female,group C,associate's degree,standard,none,62,62,74
1997,female,group E,bachelor's degree,standard,none,33,51,40
1998,male,group B,bachelor's degree,free/reduced,none,91,70,69
1999,female,group B,some college,free/reduced,none,81,87,73
2000,female,group B,some college,free/reduced,none,53,52,63
2001,male,group E,some college,free/reduced,completed,52,46,45
2002,female,group B,associate's degree,standard,completed,59,72,66
2003,male,group B,some college,free/reduced,none,48,55,40
2004,male,group C,some college,standard,none,49,35,42
2005,male,group C,high school,standard,none,55,53,51
2006,male,group D,associate's degree,standard,none,57,48,55
2007,male,group D,associate's degree,free/reduced,none,64,61,62
2008,male,group A,some high school,standard,completed,49,42,45
2009,female,group E,high school,free/reduced,none,42,49,39
2010,female,group B,high school,free/reduced,completed,76,92,81
2011,female,group D,some high school,standard,none,77,85,84
2012,female,group D,some college,free/reduced,completed,60,90,86
2013,female,group B,high school,standard,none,58,64,57
2014,male,group C,high school,free/reduced,completed,59,48,44
2015,female,group B,master's degree,standard,none,77,82,83
2016,female,group C,associate's degree,free/reduced,none,57,60,62
2017,female,group B,some college,standard,none,64,72,68
2018,male,group D,some college,standard,completed,84,82,91
2019,male,group B,high school,standard,none,58,73,59
2020,female,group B,some college,standard,completed,58,63,61
2021,male,group A,master's degree,free/reduced,none,76,73,78
2022,male,group C,associate's degree,standard,completed,84,103,98
2023,female,group D,some high school,standard,completed,91,92,93
2024,male,group E,some college,standard,none,92,91,82
2025,male,group A,some high school,standard,completed,59,65,70
2026,male,group C,some high school,standard,completed,76,82,73
2027,male,group B,high school,standard,none,79,65,68
2028,female,group B,bachelor's degree,standard,none,59,73,77
2029,male,group C,associate's degree,standard,none,91,70,83
2030,female,group A,some college,standard,none,53,69,74
2031,female,group E,high school,free/reduced,none,59,70,62
2032,male,group B,associate's degree,free/reduced,completed,88,79,78
2033,female,group E,high school,standard,completed,73,75,80
2034,female,group C,some high school,free/reduced,none,37,48,56
2035,female,group B,some high school,standard,completed,65,79,80
2036,female,group D,some high school,standard,none,81,94,84
2037,male,group C,high school,standard,completed,63,58,59
2038,female,group C,some college,standard,completed,60,79,82
2039,female,group C,bachelor's degree,free/reduced,completed,46,51,57
2040,male,group C,some college,standard,none,57,33,39
2041,female,group C,some high school,standard,none,71,67,69
2042,male,group D,master's degree,free/reduced,completed,83,98,88
2043,female,group E,some college,standard,none,62,79,69
2044,female,group C,some college,standard,none,61,60,65
2045,male,group E,associate's degree,free/reduced,completed,72,72,75
2046,female,group E,some college,standard,none,78,87,86
2047,male,group D,some college,standard,completed,55,67,55
2048,female,group D,some high school,standard,none,57,61,59
2049,female,group B,associate's degree,standard,none,43,44,56
2050,female,group C,bachelor's degree,standard,none,89,96,94
2051,male,group C,some college,free/reduced,none,50,56,58
2052,male,group B,associate's degree,standard,completed,86,85,73
2053,male,group A,associate's degree,free/reduced,none,57,62,55
2054,male,group D,some college,free/reduced,none,76,67,54
2055,male,group B,some high school,standard,completed,90,87,87
2056,female,group D,some college,free/reduced,completed,70,78,81
2057,male,group C,bachelor's degree,free/reduced,none,38,61,42
2058,female,group D,master's degree,free/reduced,none,46,66,45
2059,male,group B,high school,standard,none,60,52,54
2060,male,group C,some high school,free/reduced,completed,64,58,55
2061,female,group E,master's degree,free/reduced,none,81,82,88
2062,female,group D,some college,free/reduced,none,44,53,59
2063,female,group A,some college,free/reduced,none,50,61,58
2064,female,group E,some college,standard,none,65,65,77
2065,female,group C,bachelor's degree,standard,none,63,75,75
2066,male,group C,high school,standard,none,47,56,46
2067,female,group A,some high school,free/reduced,none,49,55,49
2068,male,group B,associate's degree,standard,none,85,86,70
2069,male,group D,high school,standard,none,69,56,55
2070,female,group C,high school,free/reduced,none,32,49,35
2071,female,group D,high school,standard,none,65,62,64
2072,female,group E,some college,standard,completed,62,70,70
2073,male,group E,some high school,standard,none,83,96,74
2074,male,group B,some college,standard,none,79,64,68
2075,male,group B,some high school,standard,completed,67,60,58
2076,male,group E,high school,standard,completed,85,83,80
2077,male,group B,some college,free/reduced,none,57,68,64
2078,male,group B,bachelor's degree,free/reduced,none,65,52,54
2079,male,group D,associate's degree,free/reduced,none,74,66,73
2080,male,group B,some college,free/reduced,completed,64,58,52
2081,female,group D,high school,free/reduced,none,30,46,47
2082,male,group D,associate's degree,free/reduced,completed,82,73,86
2083,male,group C,some high school,free/reduced,none,70,74,57
2084,male,group B,high school,standard,none,55,59,47
2085,male,group C,some college,free/reduced,none,59,51,58
2086,female,group D,master's degree,free/reduced,none,37,59,52
2087,male,group E,some college,free/reduced,completed,50,51,44
2088,male,group C,high school,free/reduced,completed,38,42,42
2089,male,group A,some high school,free/reduced,none,73,64,62
2090,male,group A,bachelor's degree,standard,none,59,62,57
2091,male,group B,associate's degree,free/reduced,none,60,53,52
2092,female,group C,associate's degree,standard,completed,54,77,80
2093,male,group D,bachelor's degree,standard,completed,69,78,74
2094,female,group E,some college,standard,none,88,90,91
2095,male,group C,some high school,free/reduced,none,64,59,54
2096,male,group B,high school,standard,none,82,79,76
2097,female,group B,associate's degree,standard,none,46,45,57
2098,male,group B,high school,standard,none,81,78,82
2099,male,group E,associate's degree,standard,completed,79,80,84
